Country,State,City,Station,Last Update,Latitude,Longitude,Pollutant Id,Pollutant Min,Pollutant Max,Pollutant Avg
India,Bihar,Kishanganj,"SDM Office_Khagra, Kishanganj - BSPCB",27-11-2025 18:00,26.0881305,87.93840336,CO,17,24,19
India,Bihar,Manguraha,"Forest Rest House, Manguraha - BSPCB",27-11-2025 18:00,27.308328,84.531742,SO2,16,17,16
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",27-11-2025 18:00,26.63086,84.90051,PM10,21,161,93
India,Bihar,Motihari,"Gandak Colony, Motihari - BSPCB",27-11-2025 18:00,26.63086,84.90051,NH3,3,3,3
India,Bihar,Munger,"Town Hall, Munger - BSPCB",27-11-2025 18:00,25.376776,86.471523,NH3,5,7,6
India,Bihar,Munger,"Town Hall, Munger - BSPCB",27-11-2025 18:00,25.376776,86.471523,CO,18,51,34
India,Bihar,Munger,"Town Hall, Munger - BSPCB",27-11-2025 18:00,25.376776,86.471523,OZONE,11,25,19
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",27-11-2025 18:00,26.11442,85.39813,NO2,28,91,47
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",27-11-2025 18:00,26.987634,94.636574,PM2.5,24,63,46
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",27-11-2025 18:00,26.987634,94.636574,NH3,4,15,8
India,Assam,Sivasagar,"Girls College, Sivasagar - PCBA",27-11-2025 18:00,26.987634,94.636574,CO,14,78,22
India,Bihar,Araria,"Kharahiya Basti, Araria - BSPCB",27-11-2025 18:00,26.146529,87.454184,SO2,16,22,21
India,Bihar,Arrah,"New DM Office, Arrah - BSPCB",27-11-2025 18:00,25.5626095,84.663264,CO,43,63,55
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",27-11-2025 18:00,24.75746,84.366208,PM10,64,170,99
India,Bihar,Aurangabad,"Gurdeo Nagar, Aurangabad - BSPCB",27-11-2025 18:00,24.75746,84.366208,NO2,7,8,8
India,Arunachal_Pradesh,Naharlagun,"Naharlagun, Naharlagun - APSPCB",27-11-2025 18:00,27.103358,93.679645,PM2.5,36,343,124
India,Assam,Byrnihat,"Central Academy for SFS, Byrnihat - PCBA",27-11-2025 18:00,26.071318,91.87488,PM10,NA,NA,NA
India,Assam,Guwahati,"IITG, Guwahati - PCBA",27-11-2025 18:00,26.2028636,91.70046436,NO2,1,8,4
India,Assam,Guwahati,"IITG, Guwahati - PCBA",27-11-2025 18:00,26.2028636,91.70046436,SO2,22,27,24
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",27-11-2025 18:00,26.10887,91.589544,NO2,11,41,15
India,Assam,Guwahati,"LGBI Airport, Guwahati - PCBA",27-11-2025 18:00,26.10887,91.589544,OZONE,9,14,11
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",27-11-2025 18:00,16.9872867,81.7363176,PM2.5,183,291,233
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",27-11-2025 18:00,16.9872867,81.7363176,NH3,3,5,4
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",27-11-2025 18:00,16.9872867,81.7363176,SO2,9,50,24
India,Andhra_Pradesh,Rajamahendravaram,"Anand Kala Kshetram, Rajamahendravaram - APPCB",27-11-2025 18:00,16.9872867,81.7363176,OZONE,13,41,32
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",27-11-2025 18:00,13.67,79.35,PM2.5,167,237,203
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",27-11-2025 18:00,13.67,79.35,PM10,89,112,100
India,Andhra_Pradesh,Tirumala,"Toll Gate, Tirumala - APPCB",27-11-2025 18:00,13.67,79.35,CO,26,54,35
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",27-11-2025 18:00,26.80365,84.51954,PM10,34,159,89
India,Bihar,Bettiah,"Kamalnath Nagar, Bettiah - BSPCB",27-11-2025 18:00,26.80365,84.51954,NH3,1,1,1
India,Bihar,Bhagalpur,"DM Office_Kachari Chowk, Bhagalpur - BSPCB",27-11-2025 18:00,25.251013,86.989001,CO,12,16,14
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",27-11-2025 18:00,25.265194,87.012947,PM2.5,40,113,78
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",27-11-2025 18:00,25.265194,87.012947,CO,4,107,48
India,Bihar,Bhagalpur,"Mayaganj, Bhagalpur - BSPCB",27-11-2025 18:00,25.265194,87.012947,OZONE,15,90,70
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",27-11-2025 18:00,13.615387,79.40923,PM10,47,74,54
India,Andhra_Pradesh,Tirupati,"Vaikuntapuram, Tirupati - APPCB",27-11-2025 18:00,13.615387,79.40923,NO2,14,18,15
India,Andhra_Pradesh,Vijayawada,"HB Colony, Vijayawada - APPCB",27-11-2025 18:00,16.536107,80.594233,SO2,11,26,13
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",27-11-2025 18:00,16.509717,80.612222,PM2.5,35,109,66
India,Andhra_Pradesh,Vijayawada,"Rajiv Gandhi Park, Vijayawada - APPCB",27-11-2025 18:00,16.509717,80.612222,NO2,44,90,60
India,Andhra_Pradesh,Vijayawada,"Rajiv Nagar, Vijayawada - APPCB",27-11-2025 18:00,16.554731,80.64911,SO2,11,23,15
India,Andaman and Nicobar,Sri Vijaya Puram,"Police Line, Sri Vijaya Puram - ANPCC",27-11-2025 18:00,11.654054,92.734055,OZONE,NA,NA,NA
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",27-11-2025 18:00,14.675886,77.593027,PM2.5,52,138,84
India,Andhra_Pradesh,Anantapur,"Gulzarpet, Anantapur - APPCB",27-11-2025 18:00,14.675886,77.593027,SO2,12,18,16
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",27-11-2025 18:00,13.20488,79.097889,PM2.5,25,305,171
India,Andhra_Pradesh,Chittoor,"Gangineni Cheruvu, Chittoor - APPCB",27-11-2025 18:00,13.20488,79.097889,PM10,25,174,111
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",27-11-2025 18:00,24.762518,84.982348,NH3,3,3,3
India,Bihar,Gaya,"SFTI Kusdihra, Gaya - BSPCB",27-11-2025 18:00,24.762518,84.982348,CO,28,46,34
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",27-11-2025 18:00,25.697189,85.2459,PM10,48,164,92
India,Bihar,Hajipur,"Industrial Area, Hajipur - BSPCB",27-11-2025 18:00,25.697189,85.2459,NH3,6,11,8
India,Bihar,Katihar,"Mirchaibari, Katihar - BSPCB",27-11-2025 18:00,25.560083,87.553265,OZONE,4,10,7
India,Bihar,Chhapra,"Darshan Nagar, Chhapra - BSPCB",27-11-2025 18:00,25.7808257,84.7446768,PM2.5,22,87,57
India,Bihar,Gaya,"Collectorate, Gaya - BSPCB",27-11-2025 18:00,24.7955,84.9994,PM2.5,75,288,137
India,Bihar,Gaya,"Kareemganj, Gaya - BSPCB",27-11-2025 18:00,24.792403,84.992416,PM10,NA,NA,NA
India,Assam,Nalbari,"Bata Chowk, Nalbari - PCBA",27-11-2025 18:00,26.446912,91.439057,PM10,16,104,54
India,Bihar,Muzaffarpur,"Buddha Colony, Muzaffarpur - BSPCB",27-11-2025 18:00,26.11442,85.39813,CO,25,148,43
India,Bihar,Muzaffarpur,"MIT-Daudpur Kothi, Muzaffarpur - BSPCB",27-11-2025 18:00,26.1403345,85.3650192,PM10,61,81,73
India,Bihar,Muzaffarpur,"Muzaffarpur Collectorate, Muzaffarpur - BSPCB",27-11-2025 18:00,26.1209,85.3647,NO2,9,21,12
India,Bihar,Patna,"DRM Office Danapur, Patna - BSPCB",27-11-2025 18:00,25.586562,85.043586,OZONE,7,50,35
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",27-11-2025 18:00,25.592539,85.227158,PM10,71,102,86
India,Bihar,Patna,"Govt. High School Shikarpur, Patna - BSPCB",27-11-2025 18:00,25.592539,85.227158,CO,30,165,57
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",27-11-2025 18:00,21.194815,81.31477,PM2.5,32,65,46
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",27-11-2025 18:00,21.194815,81.31477,NO2,19,113,56
India,Chhattisgarh,Bhilai,"32Bungalows, Bhilai - CECB",27-11-2025 18:00,21.194815,81.31477,CO,20,92,25
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",27-11-2025 18:00,21.185571,81.343175,NO2,19,21,20
India,Chhattisgarh,Bhilai,"Civic Center, Bhilai - Bhilai Steel Plant",27-11-2025 18:00,21.185571,81.343175,CO,21,22,22
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",27-11-2025 18:00,22.08815,82.13737,PM2.5,52,144,80
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",27-11-2025 18:00,22.08815,82.13737,NO2,22,66,27
India,Chhattisgarh,Bilaspur,"Mangala, Bilaspur - NTPC",27-11-2025 18:00,22.08815,82.13737,CO,4,101,27
India,Bihar,Purnia,"Mariam Nagar, Purnia - BSPCB",27-11-2025 18:00,25.366336,87.117468,SO2,10,21,17
India,Bihar,Rajgir,"Dangi Tola, Rajgir - BSPCB",27-11-2025 18:00,25.0328,85.41948,CO,62,101,83
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",27-11-2025 18:00,25.892357,86.590325,CO,33,39,37
India,Bihar,Saharsa,"Police Line, Saharsa - BSPCB",27-11-2025 18:00,25.892357,86.590325,OZONE,1,31,6
India,Bihar,Samastipur,"DM Office_Kasipur, Samastipur - BSPCB",27-11-2025 18:00,25.859655,85.77944,PM2.5,23,160,59
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",27-11-2025 18:00,26.2271665,84.3570427,NO2,1,5,2
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",27-11-2025 18:00,26.2271665,84.3570427,SO2,4,5,4
India,Bihar,Siwan,"Chitragupta Nagar, Siwan - BSPCB",27-11-2025 18:00,26.2271665,84.3570427,CO,70,161,95
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",27-11-2025 18:00,30.735567,76.775714,SO2,4,31,12
India,Chandigarh,Chandigarh,"Sector 22, Chandigarh - CPCC",27-11-2025 18:00,30.735567,76.775714,OZONE,3,108,74
India,Chandigarh,Chandigarh,"Sector-25, Chandigarh - CPCC",27-11-2025 18:00,30.751462,76.762879,NO2,23,69,39
India,Bihar,Patna,"Muradpur, Patna - BSPCB",27-11-2025 18:00,25.619651,85.147382,CO,25,79,47
India,Bihar,Patna,"Muradpur, Patna - BSPCB",27-11-2025 18:00,25.619651,85.147382,OZONE,5,39,31
India,Bihar,Patna,"Rajbansi Nagar, Patna - BSPCB",27-11-2025 18:00,25.599486,85.113666,PM2.5,46,212,113
India,Bihar,Patna,"Samanpura, Patna - BSPCB",27-11-2025 18:00,25.596727,85.085624,PM10,104,291,191
India,Bihar,Patna,"Samanpura, Patna - BSPCB",27-11-2025 18:00,25.596727,85.085624,NO2,20,48,25
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",27-11-2025 18:00,21.371751,81.664929,SO2,1,5,4
India,Chhattisgarh,Raipur,"Siltara Phase-II, Raipur - CECB",27-11-2025 18:00,21.371751,81.664929,CO,34,36,35
India,Delhi,Delhi,"Anand Vihar, Delhi - DPCC",27-11-2025 18:00,28.647622,77.315809,OZONE,18,21,18
India,Delhi,Delhi,"Aya Nagar, Delhi - IMD",27-11-2025 18:00,28.4706914,77.1099364,OZONE,8,220,134
India,Delhi,Delhi,"Bawana, Delhi - DPCC",27-11-2025 18:00,28.7762,77.051074,NO2,15,115,61
India,Delhi,Delhi,"Burari Crossing, Delhi - IMD",27-11-2025 18:00,28.7256504,77.2011573,NO2,3,196,76
India,Chhattisgarh,Chhal,"Nawapara SECL Colony, Chhal - CECB",27-11-2025 18:00,22.118125,83.140608,CO,24,60,26
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",27-11-2025 18:00,22.368195,82.746431,NO2,16,30,20
India,Chhattisgarh,Korba,"Rampur, Korba - CECB",27-11-2025 18:00,22.368195,82.746431,CO,22,28,24
India,Chhattisgarh,Raipur,"Bhatagaon New ISBT, Raipur - CECB",27-11-2025 18:00,21.219665,81.630094,NH3,NA,NA,NA
India,Chhattisgarh,Raipur,"Krishak Nagar, Raipur - CECB",27-11-2025 18:00,21.237755,81.705301,PM10,44,154,94
India,Gujarat,Ahmedabad,"Rakhial, Ahmedabad - IITM",27-11-2025 18:00,23.016834,72.625775,SO2,11,27,17
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",27-11-2025 18:00,23.041137,72.456691,NO2,22,110,50
India,Gujarat,Ahmedabad,"SAC ISRO Bopal, Ahmedabad - IITM",27-11-2025 18:00,23.041137,72.456691,CO,18,60,21
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",27-11-2025 18:00,23.023389,72.515201,SO2,21,33,25
India,Gujarat,Ahmedabad,"SAC ISRO Satellite, Ahmedabad - IITM",27-11-2025 18:00,23.023389,72.515201,OZONE,1,61,35
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",27-11-2025 18:00,23.076793,72.627874,NO2,31,71,47
India,Gujarat,Ahmedabad,"SVPI Airport Hansol, Ahmedabad - IITM",27-11-2025 18:00,23.076793,72.627874,CO,24,99,33
India,Gujarat,Ankleshwar,"GIDC, Ankleshwar - GPCB",27-11-2025 18:00,21.613267,73.010555,CO,29,90,44
India,Delhi,Delhi,"DTU, Delhi - CPCB",27-11-2025 18:00,28.7500499,77.1112615,NO2,57,78,69
India,Delhi,Delhi,"DTU, Delhi - CPCB",27-11-2025 18:00,28.7500499,77.1112615,SO2,29,93,36
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",27-11-2025 18:00,28.498571,77.26484,PM2.5,303,500,373
India,Delhi,Delhi,"Dr. Karni Singh Shooting Range, Delhi - DPCC",27-11-2025 18:00,28.498571,77.26484,NH3,7,11,9
India,Delhi,Delhi,"Dwarka-Sector 8, Delhi - DPCC ",27-11-2025 18:00,28.5710274,77.0719006,OZONE,1,231,107
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",27-11-2025 18:00,28.5627763,77.1180053,PM2.5,171,391,324
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",27-11-2025 18:00,28.5627763,77.1180053,PM10,172,426,348
India,Delhi,Delhi,"Pusa, Delhi - IMD",27-11-2025 18:00,28.63611,77.173332,PM2.5,296,436,364
India,Delhi,Delhi,"Pusa, Delhi - IMD",27-11-2025 18:00,28.63611,77.173332,PM10,195,424,314
India,Delhi,Delhi,"Pusa, Delhi - IMD",27-11-2025 18:00,28.63611,77.173332,NO2,7,138,78
India,Delhi,Delhi,"R K Puram, Delhi - DPCC",27-11-2025 18:00,28.563262,77.186937,SO2,1,18,11
India,Delhi,Delhi,"Rohini, Delhi - DPCC",27-11-2025 18:00,28.732528,77.11992,OZONE,5,302,164
India,Delhi,Delhi,"Shadipur, Delhi - CPCB",27-11-2025 18:00,28.6514781,77.1473105,NH3,10,26,17
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",27-11-2025 18:00,28.5504249,77.2159377,PM2.5,308,459,375
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",27-11-2025 18:00,28.60909,77.0325413,PM10,150,424,233
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",27-11-2025 18:00,28.60909,77.0325413,NO2,65,117,85
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",27-11-2025 18:00,28.60909,77.0325413,NH3,7,20,13
India,Delhi,Delhi,"NSIT Dwarka, Delhi - CPCB",27-11-2025 18:00,28.60909,77.0325413,CO,48,104,63
India,Delhi,Delhi,"Najafgarh, Delhi - DPCC",27-11-2025 18:00,28.570173,76.933762,OZONE,4,12,8
India,Delhi,Delhi,"Narela, Delhi - DPCC",27-11-2025 18:00,28.822836,77.101981,NO2,14,104,56
India,Delhi,Delhi,"Nehru Nagar, Delhi - DPCC",27-11-2025 18:00,28.56789,77.250515,PM2.5,335,500,430
India,Delhi,Delhi,"IGI Airport (T3), Delhi - IMD",27-11-2025 18:00,28.5627763,77.1180053,OZONE,5,96,53
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",27-11-2025 18:00,28.6811736,77.3025234,PM2.5,115,331,224
India,Delhi,Delhi,"IHBAS, Dilshad Garden, Delhi - CPCB",27-11-2025 18:00,28.6811736,77.3025234,PM10,157,500,338
India,Delhi,Delhi,"ITO, Delhi - CPCB",27-11-2025 18:00,28.628624,77.24106,SO2,19,35,26
India,Delhi,Delhi,"ITO, Delhi - CPCB",27-11-2025 18:00,28.628624,77.24106,CO,16,138,48
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",27-11-2025 18:00,28.58028,77.233829,CO,59,175,95
India,Delhi,Delhi,"North Campus, DU, Delhi - IMD",27-11-2025 18:00,28.6573814,77.1585447,NO2,61,264,131
India,Delhi,Delhi,"Okhla Phase-2, Delhi - DPCC",27-11-2025 18:00,28.530785,77.271255,SO2,15,39,27
India,Delhi,Delhi,"Patparganj, Delhi - DPCC",27-11-2025 18:00,28.623763,77.287209,CO,54,182,85
India,Delhi,Delhi,"Punjabi Bagh, Delhi - DPCC",27-11-2025 18:00,28.674045,77.131023,NH3,4,6,5
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",27-11-2025 18:00,28.5504249,77.2159377,NO2,56,75,64
India,Delhi,Delhi,"Sirifort, Delhi - CPCB",27-11-2025 18:00,28.5504249,77.2159377,SO2,23,36,32
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",27-11-2025 18:00,28.710508,77.249485,NH3,5,8,7
India,Delhi,Delhi,"Sonia Vihar, Delhi - DPCC",27-11-2025 18:00,28.710508,77.249485,SO2,6,26,11
India,Delhi,Delhi,"Vivek Vihar, Delhi - DPCC",27-11-2025 18:00,28.672342,77.31526,NO2,29,148,99
India,Delhi,Delhi,"Jawaharlal Nehru Stadium, Delhi - DPCC",27-11-2025 18:00,28.58028,77.233829,OZONE,1,7,3
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",27-11-2025 18:00,28.5918245,77.2273074,NO2,7,81,32
India,Delhi,Delhi,"Lodhi Road, Delhi - IMD",27-11-2025 18:00,28.5918245,77.2273074,OZONE,13,188,105
India,Gujarat,Ahmedabad,"Chandkheda, Ahmedabad - IITM",27-11-2025 18:00,23.107969,72.574648,PM2.5,94,190,129
India,Gujarat,Ahmedabad,"Raikhad, Ahmedabad - IITM",27-11-2025 18:00,23.020509,72.579261,CO,15,101,30
India,Haryana,Faridabad,"Sector 30, Faridabad - HSPCB",27-11-2025 18:00,28.4417,77.3217,NH3,11,12,11
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",27-11-2025 18:00,29.503664,75.467934,NO2,18,20,19
India,Haryana,Fatehabad,"Huda Sector, Fatehabad - HSPCB",27-11-2025 18:00,29.503664,75.467934,SO2,2,34,16
India,Haryana,Gurugram,"NISE Gwal Pahari, Gurugram - IMD",27-11-2025 18:00,28.422681,77.148944,OZONE,8,122,64
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",27-11-2025 18:00,28.4227,77.0667,NO2,NA,NA,NA
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",27-11-2025 18:00,28.4227,77.0667,NH3,NA,NA,NA
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",27-11-2025 18:00,28.4227,77.0667,SO2,NA,NA,NA
India,Haryana,Gurugram,"Sector-51, Gurugram - HSPCB",27-11-2025 18:00,28.4227,77.0667,OZONE,19,32,30
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",27-11-2025 18:00,28.4275,77.1465,NO2,37,76,53
India,Haryana,Gurugram,"Teri Gram, Gurugram - HSPCB",27-11-2025 18:00,28.4275,77.1465,CO,40,91,76
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",27-11-2025 18:00,23.243639,72.68994,NH3,2,3,2
India,Gujarat,Gandhinagar,"IIPHG Lekawada, Gandhinagar - IITM",27-11-2025 18:00,23.243639,72.68994,OZONE,5,44,33
India,Gujarat,Gandhinagar,"Sector-10, Gandhinagar - GPCB",27-11-2025 18:00,23.221714,72.654328,PM10,71,107,90
India,Gujarat,Nandesari,"GIDC, Nandesari - Nandesari Ind. Association",27-11-2025 18:00,22.410802,73.097923,NO2,17,92,34
India,Gujarat,Surat,"Science Center, Surat - SMC",27-11-2025 18:00,21.170046,72.795405,PM10,38,445,271
India,Gujarat,Surat,"Science Center, Surat - SMC",27-11-2025 18:00,21.170046,72.795405,SO2,41,55,47
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",27-11-2025 18:00,20.362421,72.918013,NH3,3,5,4
India,Gujarat,Vapi,"Phase-1 GIDC, Vapi - GPCB",27-11-2025 18:00,20.362421,72.918013,OZONE,4,26,18
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",27-11-2025 18:00,28.593883,76.270653,NH3,5,8,6
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",27-11-2025 18:00,28.593883,76.270653,SO2,10,11,10
India,Haryana,Charkhi Dadri,"Mini Secretariat, Charkhi Dadri - HSPCB",27-11-2025 18:00,28.593883,76.270653,CO,8,25,13
India,Haryana,Dharuhera,"Municipal Corporation Office, Dharuhera -  HSPCB",27-11-2025 18:00,28.2068,76.7997,PM10,124,434,281
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",27-11-2025 18:00,28.39072,77.30059,PM10,165,172,168
India,Haryana,Faridabad,"New Industrial Town, Faridabad - HSPCB",27-11-2025 18:00,28.39072,77.30059,NH3,11,12,11
India,Haryana,Faridabad,"Sector 11, Faridabad - HSPCB",27-11-2025 18:00,28.376058,77.315741,PM2.5,NA,NA,NA
India,Haryana,Palwal,"Shyam Nagar, Palwal - HSPCB",27-11-2025 18:00,28.1485564,77.3320667,NH3,8,9,9
India,Haryana,Panchkula,"Sector-6, Panchkula - HSPCB ",27-11-2025 18:00,30.7057778,76.85318056,NO2,23,27,25
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",27-11-2025 18:00,29.432304,76.972765,NH3,NA,NA,NA
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",27-11-2025 18:00,29.432304,76.972765,SO2,NA,NA,NA
India,Haryana,Panipat,"Sector-18, Panipat - HSPCB",27-11-2025 18:00,29.432304,76.972765,OZONE,NA,NA,NA
India,Haryana,Rohtak,"MD University, Rohtak - HSPCB",27-11-2025 18:00,28.52123,76.37138,PM2.5,309,375,332
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",27-11-2025 18:00,29.5364,75.0158,NO2,11,19,15
India,Jharkhand,Dhanbad,"Sardar Patel Nagar, Dhanbad - JSPCB",27-11-2025 18:00,23.80569,86.44268,PM10,51,222,114
India,Jharkhand,Jorapokhar,"Tata Stadium, Jorapokhar - JSPCB",27-11-2025 18:00,23.707909,86.41467,SO2,NA,NA,NA
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",27-11-2025 18:00,16.172806,75.659694,PM2.5,35,36,35
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",27-11-2025 18:00,16.172806,75.659694,NO2,11,12,12
India,Karnataka,Bagalkot,"Vidayagiri, Bagalkot - KSPCB",27-11-2025 18:00,16.172806,75.659694,OZONE,10,16,16
India,Karnataka,Bengaluru,"BTM Layout, Bengaluru - CPCB",27-11-2025 18:00,12.9135218,77.5950804,SO2,19,23,20
India,Haryana,Sirsa,"F-Block, Sirsa - HSPCB",27-11-2025 18:00,29.5364,75.0158,SO2,9,13,11
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",27-11-2025 18:00,29.0272,77.0621,PM10,165,403,289
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",27-11-2025 18:00,29.0272,77.0621,NO2,22,54,42
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",27-11-2025 18:00,29.0272,77.0621,CO,46,86,66
India,Haryana,Sonipat,"Murthal, Sonipat - HSPCB",27-11-2025 18:00,29.0272,77.0621,OZONE,25,26,26
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",27-11-2025 18:00,34.066206,74.81982,PM10,108,164,130
India,Jammu_and_Kashmir,Srinagar,"Rajbagh, Srinagar - JKSPCB",27-11-2025 18:00,34.066206,74.81982,CO,11,19,16
India,Haryana,Kurukshetra,"Sector-7, Kurukshetra - HSPCB",27-11-2025 18:00,29.966942,76.875879,CO,1,96,24
India,Haryana,Mandikhera,"General Hospital, Mandikhera(Nuh) - HSPCB",27-11-2025 18:00,27.9002,76.9938,PM2.5,92,268,180
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",27-11-2025 18:00,28.360699,76.93609,PM2.5,175,500,366
India,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB",27-11-2025 18:00,28.360699,76.93609,CO,37,98,72
India,Haryana,Narnaul,"Shastri Nagar, Narnaul - HSPCB",27-11-2025 18:00,28.060249,76.113115,CO,22,57,46
India,Haryana,Gurugram,"Vikas Sadan, Gurugram - HSPCB",27-11-2025 18:00,28.4501238,77.0263051,PM2.5,190,368,316
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",27-11-2025 18:00,29.14056,75.744941,PM2.5,NA,NA,NA
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",27-11-2025 18:00,29.14056,75.744941,NO2,NA,NA,NA
India,Haryana,Hisar,"Urban Estate-II, Hisar - HSPCB",27-11-2025 18:00,29.14056,75.744941,OZONE,70,112,104
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",27-11-2025 18:00,29.8006,76.4155,NO2,29,34,31
India,Haryana,Kaithal,"Rishi Nagar, Kaithal - HSPCB",27-11-2025 18:00,29.8006,76.4155,SO2,29,34,31
India,Gujarat,Vatva,"Phase-4 GIDC, Vatva - GPCB",27-11-2025 18:00,22.969611,72.6435,OZONE,30,45,40
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",27-11-2025 18:00,30.379589,76.778328,NH3,9,11,10
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",27-11-2025 18:00,30.379589,76.778328,CO,97,101,99
India,Haryana,Ambala,"Patti Mehar, Ambala - HSPCB",27-11-2025 18:00,30.379589,76.778328,OZONE,48,53,50
India,Haryana,Ballabgarh,"Nathu Colony, Ballabgarh - HSPCB",27-11-2025 18:00,28.3419248,77.319699,SO2,NA,NA,NA
India,Karnataka,Bengaluru,"Jayanagar 5th Block, Bengaluru - KSPCB",27-11-2025 18:00,12.920984,77.584908,NH3,1,2,1
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",27-11-2025 18:00,12.7816279,77.6299145,PM2.5,42,484,82
India,Karnataka,Bengaluru,"Jigani, Bengaluru - KSPCB",27-11-2025 18:00,12.7816279,77.6299145,NH3,5,5,5
